age,age_group,screen_time_hours,screen_time_bucket,work_screen_hours,leisure_screen_hours,work_screen_ratio,work_leisure_ratio,is_outlier_screen_time,productivity_0_100,productivity_bucket,pred_productivity_reg,confidence_reg,pred_productivity_class,confidence_class,mental_wellness_index_0_100,sleep_hours,cluster_profile,missing_count
23,18-24,9.05,medium,3.83,5.22,0.42320441988950275,0.7337164750957855,False,54.9,medium,54.35700000000008,3.603151537196291,medium,0.7775,18.5,7.31,0,0
30,25-34,12.03,high,4.84,7.19,0.4023275145469659,0.6731571627260083,False,46.8,low,40.808499999999995,4.774246301773712,low,0.9775,1.2,6.55,0,0
33,25-34,11.21,high,4.81,6.4,0.4290811775200713,0.7515624999999999,False,34.1,low,37.69649999999992,5.497725688864442,low,0.9175,0.5,5.39,0,0
41,35-44,10.37,high,0.81,9.56,0.07810993249758921,0.08472803347280335,False,45.0,low,43.903249999999964,4.352518171989634,low,0.8775,3.0,6.31,2,0
37,35-44,5.98,low,0.5,5.48,0.08361204013377926,0.09124087591240876,False,72.5,high,71.11624999999998,2.7851949550255948,high,0.9775,43.3,7.72,1,0
47,45-54,7.77,low,0.96,6.81,0.12355212355212356,0.14096916299559473,False,44.3,low,44.95449999999976,2.434282183724808,low,0.63,0.0,6.77,1,0
23,18-24,10.19,high,2.64,7.55,0.2590775269872424,0.34966887417218545,False,56.0,medium,51.54549999999988,6.1370904955035535,medium,0.8525,13.8,6.96,2,0
36,35-44,11.61,high,5.33,6.28,0.45908699397071495,0.8487261146496815,False,59.1,high,56.609999999999864,5.047147709350302,high,0.6525,25.1,7.26,0,0
31,25-34,6.03,low,0.79,5.24,0.13101160862354894,0.15076335877862596,False,76.5,high,76.38350000000003,3.6168809421931436,high,0.985,50.5,8.28,1,0
47,45-54,5.0,low,0.67,4.33,0.134,0.15473441108545036,False,63.0,high,62.80574999999993,6.769582109517552,high,0.8825,27.3,6.84,1,0
23,18-24,9.62,medium,4.12,5.5,0.4282744282744283,0.7490909090909091,False,56.5,medium,55.77750000000001,3.331049947088749,medium,0.905,23.8,8.64,0,0
23,18-24,14.02,high,3.21,10.81,0.2289586305278174,0.29694727104532836,False,47.3,medium,41.44450000000003,8.687071989456516,low,0.795,10.2,6.84,2,0
25,25-34,14.07,high,4.54,9.53,0.3226723525230988,0.47639034627492133,False,40.4,low,37.77450000000003,9.995446450759472,low,0.8925,5.8,6.24,2,0
16,<18,7.41,low,1.01,6.4,0.13630229419703105,0.1578125,False,81.0,high,79.8532500000001,4.232627958786353,high,0.975,67.8,8.02,1,0
31,25-34,10.44,high,3.97,6.47,0.3802681992337165,0.6136012364760434,False,50.4,medium,50.88500000000009,3.2513804760439804,medium,0.8175,16.7,6.66,0,0
32,25-34,5.84,low,0.4,5.44,0.06849315068493152,0.07352941176470588,False,43.8,low,46.04249999999977,4.312857956158549,low,0.6575,7.0,5.64,1,0
45,45-54,8.62,medium,1.94,6.68,0.22505800464037123,0.2904191616766467,False,49.9,medium,48.406249999999915,6.444597422453947,medium,0.7575,7.1,7.41,1,0
37,35-44,10.34,high,3.55,6.79,0.34332688588007737,0.5228276877761413,False,32.8,low,36.96399999999985,7.531065927211098,low,0.8325,4.5,7.21,0,0
25,25-34,10.47,high,1.05,9.42,0.10028653295128939,0.11146496815286625,False,50.4,medium,48.967499999999966,3.968626179170833,low,0.4475,16.8,6.75,2,0
22,18-24,11.79,high,6.19,5.6,0.5250212044105175,1.105357142857143,False,36.5,low,37.23775000000006,5.9106387080839395,low,0.86,0.0,6.03,0,0
33,25-34,7.49,low,1.21,6.28,0.16154873164218958,0.19267515923566877,False,51.2,medium,49.636250000000175,4.291114183694015,medium,0.91,7.7,5.67,1,0
19,18-24,10.75,high,0.84,9.91,0.07813953488372093,0.08476286579212916,False,34.4,low,36.723249999999865,5.640823028379821,low,0.935,0.0,6.98,2,0
44,35-44,10.97,high,4.21,6.76,0.38377392889699175,0.6227810650887574,False,38.8,low,39.15099999999981,3.9945273813055673,low,0.8975,1.9,8.06,0,0
39,35-44,14.0,high,6.2,7.8,0.4428571428571429,0.7948717948717949,False,43.5,low,34.48625,10.837725127419487,low,0.875,5.7,5.92,0,0
26,25-34,6.43,low,2.99,3.44,0.4650077760497668,0.869186046511628,False,64.6,high,65.52574999999969,3.5928835129321928,high,0.9475,39.3,7.75,1,0
16,<18,9.59,medium,5.44,4.15,0.56725755995829,1.310843373493976,False,47.4,medium,46.776500000000034,6.8097612109383086,medium,0.7625,3.5,5.57,0,0
40,35-44,8.72,medium,2.36,6.36,0.2706422018348624,0.3710691823899371,False,57.3,medium,53.16449999999976,5.964234213207945,medium,0.7575,6.6,7.56,1,0
29,25-34,5.04,low,0.94,4.1,0.18650793650793648,0.22926829268292684,False,63.6,high,61.77374999999978,4.040697456813615,high,0.615,21.0,7.32,1,0
39,35-44,8.86,medium,3.82,5.04,0.43115124153498874,0.7579365079365079,False,41.4,low,43.97549999999997,4.75548627902551,low,0.7625,8.4,6.55,0,0
